Playlist,Canción,Artista,Álbum,Artista del Álbum,Género,Fecha,Duración Segundos,bpm,Color Tempo de beaTunes,Espectro de beaTunes,Color de beaTunes,Color Tempo Timbre de beaTunes,Id Pista,Tipo,Tiempo Total,Año,Tasa de Bits,Frecuencia de Muestreo,Valoración,Valoración Álbum,Normalización,Cantidad Carpetas Archivo,Cantidad Carpetas Biblioteca,Reproducciones,Fecha de Reproducción,Fecha de Reproducción UTC,Compositor,Compilación,Explícito,Bailabilidad,Afinación
Ado,Dried Flowers,Ado,Ado's Utattemita Album,Ado,J-Pop,2023-12-13,288.89,74,847063,6.2362213;55.34646;73.66535;33.90945;40.535435;59.244095;36.637794;39.755905;29.622047;41.704723;25.724411;47.16142;49.889763;58.464565;38.19685;74.444885;99.0;91.98425;61.192913;47.940945;71.71654;70.54724;26.503939;0.0;,d2245d,cfaa66,3518.0,Archivo de audio MPEG,288914.0,2023.0,256.0,44100.0,100.0,100.0,6239.0,5.0,1.0,5.0,3837414147.0,2025-08-07 17:22:27,,,,13,
Ado,Kazarijyanainoyonamidawa,Ado,Ado's Utattemita Album,Ado,J-Pop,2023-12-13,252.68,89,010102,53.007874;99.0;60.413383;84.18898;37.807087;34.299213;52.228348;37.807087;28.84252;21.047245;27.283466;31.181103;43.26378;48.720474;38.97638;49.110237;61.582676;60.80315;53.7874;84.578735;71.71654;76.00394;35.078743;0.0;,fd926f,a5ad9a,3520.0,Archivo de audio MPEG,252708.0,2023.0,256.0,44100.0,100.0,100.0,9618.0,5.0,1.0,6.0,3837412161.0,2025-08-07 16:49:21,,,,28,1.0
Ado,Aishite Aishite Aishite,Ado,Ado's Utattemita Album,Ado,J-Pop,2023-12-13,258.48,115,a3961c,23.77559;99.0;85.74803;80.6811;96.27165;68.59843;73.66535;60.02362;51.44882;68.59843;57.68504;69.37795;76.78346;88.08661;70.93701;83.40945;88.866135;83.79921;79.12205;75.22441;82.24016;88.866135;53.007874;0.0;,b7125e,9f564f,3522.0,Archivo de audio MPEG,258507.0,2023.0,256.0,44100.0,100.0,100.0,11299.0,5.0,1.0,5.0,3837409890.0,2025-08-07 16:11:30,,,,12,1.0
Ado,Kawaikute Gomen,Ado,Ado's Utattemita Album,Ado,J-Pop,2023-12-13,219.25,160,0b0713,69.767715;99.0;55.73622;51.83858;36.24803;64.31102;46.771652;38.19685;37.417324;47.55118;37.027557;39.366142;42.874016;59.633858;44.04331;45.602364;63.14173;67.81889;74.83464;75.614174;77.95276;97.05118;59.633858;0.0;,ff7d7f,7f8276,3526.0,Archivo de audio MPEG,219271.0,2023.0,256.0,44100.0,100.0,100.0,11204.0,5.0,1.0,3.0,3837414366.0,2025-08-07 17:26:06,,,,25,1.0
Ado,unravel,Ado,Ado's Utattemita Album,Ado,J-Pop,2023-11-15,238.47,135,8d5350,82.24016;99.0;53.397636;53.007874;58.464565;56.515747;38.19685;36.637794;40.145668;42.874016;41.31496;51.44882;58.854332;74.83464;50.669292;75.614174;81.07086;78.732285;81.07086;89.64567;89.255905;95.88189;54.56693;0.0;,fa636b,dbdf79,3532.0,Archivo de audio MPEG,238497.0,2023.0,256.0,44100.0,100.0,100.0,12369.0,5.0,1.0,3.0,3837410813.0,2025-08-07 16:26:53,Tōru Kitajima,,,15,1.0
Ado,Buriki No Dance,Ado,Ado's Utattemita Album,Ado,J-Pop,2023-11-29,198.97,172,04040a,58.074802;76.78346;47.55118;27.67323;21.047245;33.519684;20.657482;16.759842;15.980316;21.047245;21.826773;28.452757;30.011812;65.09055;38.19685;53.007874;63.531494;65.87008;60.02362;95.49213;90.81496;99.0;50.669292;0.0;,ff7c7d,9d9ea2,3534.0,Archivo de audio MPEG,199000.0,2023.0,256.0,44100.0,100.0,100.0,15169.0,5.0,1.0,3.0,3837409214.0,2025-08-07 16:00:14,,,,32,-1.0
Ado,MIRROR,Ado,MIRROR - Single,Ado,J-Pop,2024-05-31,178.08,89,77c21f,55.73622;99.0;49.889763;50.669292;38.97638;30.79134;38.19685;30.011812;32.350395;25.724411;26.503939;25.334646;25.724411;35.468506;25.724411;36.24803;34.299213;30.401575;27.67323;35.468506;57.68504;60.02362;31.570868;0.0;,cfe067,b13278,3538.0,Archivo de audio MPEG,178102.0,2024.0,256.0,44100.0,100.0,100.0,4960.0,5.0,1.0,6.0,3837419586.0,2025-08-07 18:53:06,CHINOZO,,,27,2.0
Ado,Value,Ado,Value - Single,Ado,J-Pop,2024-02-23,185.1,80,0a0710,99.0;86.91732;39.755905;62.362206;51.059055;22.996063;49.889763;39.366142;42.484253;39.755905;54.177166;52.228348;73.66535;83.019684;60.80315;81.46063;91.98425;70.93701;58.854332;66.649605;89.255905;60.80315;27.67323;0.0;,e74a4b,625a4d,3540.0,Archivo de audio MPEG,185129.0,2024.0,256.0,44100.0,100.0,100.0,7385.0,5.0,1.0,3.0,3830722036.0,2025-05-22 06:27:16,ポリスピカデリー,,,80,1.0
Ado,Take Me to the Beach,Imagine Dragons feat. Ado,Take Me to the Beach - Single,Imagine Dragons feat. Ado,Alternativa,2024-12-16,167.02,105,075fad,99.0;83.40945;44.43307;45.2126;32.350395;37.417324;30.79134;38.19685;35.078743;50.279526;47.940945;39.366142;38.97638;58.854332;49.110237;47.55118;68.208664;56.90551;63.921257;58.074802;60.80315;64.70079;32.740158;0.0;,f87158,8e9285,10860.0,Archivo de audio AAC,167000.0,2024.0,323.0,48000.0,100.0,100.0,6388.0,5.0,1.0,9.0,3837411275.0,2025-08-07 16:34:35,,,,30,-5.0
Ado,Episode X,Ado,Episode X,Ado,J-Pop,2024-12-06,202.96,87,030307,65.480316;61.192913;25.724411;30.401575;42.484253;47.55118;53.397636;41.31496;37.027557;35.078743;40.145668;52.228348;53.7874;76.78346;51.44882;67.03937;99.0;67.42913;58.074802;56.515747;67.81889;75.614174;44.43307;0.0;,e23266,817b6a,10920.0,Archivo de audio MPEG,203023.0,2024.0,320.0,44100.0,100.0,100.0,18617.0,5.0,1.0,5.0,3837412592.0,2025-08-07 16:56:32,,,,24,3.0
Ado,ウタカタララバイ,Ado,ウタの歌 ONE PIECE FILM RED,Ado,J-Pop,2022-08-10,173.37,134,302717,99.0;67.42913;41.31496;53.397636;60.413383;66.649605;70.15748;63.921257;54.177166;58.464565;52.61811;65.480316;75.614174;82.62992;64.31102;74.444885;94.7126;85.74803;71.71654;62.362206;83.019684;84.578735;44.43307;0.0;,da2675,a0655c,10930.0,Archivo de audio MPEG,173426.0,2022.0,320.0,44100.0,100.0,100.0,13325.0,5.0,1.0,4.0,3837409387.0,2025-08-07 16:03:07,Ado,,,30,-1.0
Ado,Tot Musica,Ado,ウタの歌 ONE PIECE FILM RED,Ado,J-Pop,2022-08-10,195.23,130,bdaf88,56.90551;99.0;57.68504;49.889763;37.807087;85.74803;53.7874;78.342514;33.12992;68.98819;38.97638;50.669292;56.90551;49.889763;30.401575;47.16142;46.38189;62.75197;48.720474;41.31496;46.771652;46.771652;23.77559;0.0;,9c3c18,98781c,10932.0,Archivo de audio MPEG,195291.0,2022.0,320.0,44100.0,100.0,100.0,9569.0,5.0,1.0,5.0,3837414800.0,2025-08-07 17:33:20,Ado,,,21,-1.0
Ado,心という名の不可解,Ado,狂言,Ado,J-Pop,2022-01-26,269.89,76,070c06,36.637794;46.38189;58.854332;38.19685;45.602364;51.44882;28.452757;38.586617;34.299213;34.688976;31.570868;46.771652;45.2126;99.0;48.720474;51.44882;64.70079;65.480316;66.25984;53.397636;61.972443;66.25984;31.570868;0.0;,d52466,b68e73,10958.0,Archivo de audio MPEG,269949.0,2022.0,320.0,44100.0,100.0,100.0,9885.0,5.0,1.0,10.0,3837501850.0,2025-08-08 17:44:10,Ado,,,21,
Ado,ルル,Ado,ルル,Ado,J-Pop,2024-07-05,197.85,132,7a5a65,38.586617;97.05118;34.299213;28.062992;37.417324;32.350395;37.807087;50.279526;53.007874;45.2126;44.822834;66.25984;62.362206;69.37795;58.464565;73.27559;99.0;73.66535;59.633858;57.295277;86.91732;86.91732;49.889763;0.0;,e84454,5c5d50,10968.0,Archivo de audio MPEG,197929.0,2024.0,320.0,44100.0,100.0,100.0,18321.0,5.0,1.0,5.0,3837410350.0,2025-08-07 16:19:10,Ado,,,15,4.0
Ado,唱,Ado,唱,Ado,J-Pop,2023-09-06,189.77,132,ae9fb9,54.56693;99.0;72.885826;61.972443;54.177166;68.98819;70.54724;61.192913;70.15748;72.49606;65.480316;57.295277;68.208664;67.42913;52.228348;73.27559;73.27559;79.12205;70.93701;70.54724;79.51181;88.866135;51.83858;0.0;,dc2a6c,7b4e4b,10970.0,Archivo de audio MPEG,189831.0,2023.0,320.0,44100.0,100.0,100.0,22203.0,5.0,1.0,2.0,3837413382.0,2025-08-07 17:09:42,Giga & TeddyLoid,,,24,
Ado,踊,Ado,踊,Ado,Pop,2021-04-27,208.27,128,685967,99.0;83.40945;48.720474;46.771652;59.633858;56.125984;76.3937;56.125984;78.732285;56.90551;58.854332;79.12205;73.66535;94.32283;58.854332;54.56693;76.3937;85.35826;81.85039;62.75197;63.921257;76.00394;48.720474;0.0;,d62760,6c4d47,10996.0,Archivo de audio MPEG,208326.0,2021.0,320.0,44100.0,100.0,100.0,19595.0,5.0,1.0,4.0,3837412978.0,2025-08-07 17:02:58,TeddyLoid/Giga,,,28,-2.0
Ado,Elf,Ado,Elf - Single,Ado,J-Pop,2025-01-24,260.46,80,030804,49.110237;99.0;69.767715;72.885826;70.93701;50.669292;51.44882;43.65354;42.874016;61.192913;38.97638;51.83858;63.921257;72.885826;51.83858;76.78346;93.543304;68.208664;31.96063;34.688976;68.98819;57.68504;26.114174;0.0;,a83421,763531,14464.0,Archivo de audio AAC,260435.0,2025.0,320.0,48000.0,100.0,100.0,7891.0,5.0,1.0,11.0,3837501569.0,2025-08-08 17:39:29,,,,22,1.0
Ado,Shoka,Ado,Shoka - Single,Ado,J-Pop,2024-10-14,228.55,94,05050e,40.925198;99.0;45.2126;42.874016;42.484253;35.85827;33.519684;34.688976;29.232285;51.83858;33.90945;63.921257;63.921257;95.102356;55.34646;54.56693;75.22441;82.24016;51.83858;43.26378;38.586617;31.96063;18.708662;0.0;,b14519,40362a,14500.0,Archivo de audio AAC,228531.0,2024.0,319.0,48000.0,100.0,100.0,15620.0,5.0,1.0,6.0,3837791318.0,2025-08-12 02:08:38,,,,16,4.0
Ado,Jukkai (1984),Ado,Jukkai (1984) - Single,Ado,J-Pop,2025-05-01,214.41,75,68616b,54.95669;73.27559;45.992126;27.283466;26.114174;34.688976;40.925198;31.96063;43.65354;42.09449;37.417324;45.2126;43.65354;56.515747;42.484253;76.3937;91.59448;99.0;59.244095;38.97638;35.85827;34.299213;15.20079;0.0;,c53e2c,3e3d2f,24938.0,Archivo de audio MPEG,214439.0,2025.0,256.0,44100.0,100.0,100.0,7759.0,5.0,1.0,7.0,3837782000.0,2025-08-11 23:33:20,Masayoshi Takanaka,,,24,
Ado,Aitakute,Ado,Aitakute - Single,Ado,J-Pop,2021-08-12,294.64,80,010101,41.704723;78.342514;54.177166;46.771652;32.740158;45.2126;60.80315;46.771652;46.771652;57.295277;54.56693;70.15748;52.228348;76.00394;49.5;70.54724;99.0;95.49213;61.582676;58.854332;56.515747;68.59843;35.468506;0.0;,cc284b,7d5550,25780.0,Archivo de audio MPEG,294661.0,2021.0,256.0,44100.0,100.0,100.0,14760.0,5.0,1.0,3.0,3837411107.0,2025-08-07 16:31:47,mewhan,,,21,-1.0
Ado,Readymade,Ado,Readymade - Single,Ado,J-Pop,2020-12-24,244.48,98,025799,64.31102;85.35826;57.295277;39.366142;38.586617;37.417324;36.637794;32.740158;42.484253;35.85827;34.299213;49.5;47.940945;61.192913;40.535435;56.90551;58.464565;66.649605;60.413383;43.26378;53.007874;99.0;59.633858;0.0;,fc6b6c,a3ab97,25786.0,Archivo de audio MPEG,244506.0,2020.0,256.0,44100.0,100.0,100.0,12870.0,5.0,1.0,3.0,3837409632.0,2025-08-07 16:07:12,Three,,,23,-1.0
Ado,Usseewa,Ado,Usseewa - Single,Ado,J-Pop,2020-10-23,205.04,89,010101,63.921257;82.62992;53.7874;36.24803;61.972443;46.771652;57.68504;47.55118;59.244095;55.34646;57.295277;52.61811;62.75197;72.885826;52.228348;66.649605;74.444885;96.27165;74.444885;54.95669;62.75197;99.0;72.885826;0.0;,e6366c,896d61,25790.0,Archivo de audio MPEG,205061.0,2020.0,256.0,44100.0,100.0,100.0,15693.0,5.0,1.0,2.0,3837415005.0,2025-08-07 17:36:45,syudou,,,30,-2.0
Ado,Ashura-chan,Ado,Ashura-chan - Single,Ado,J-Pop,2021-10-28,196.39,156,040c07,47.16142;99.0;68.98819;37.027557;41.704723;55.73622;48.330708;55.73622;63.14173;42.874016;37.417324;64.31102;65.09055;86.137794;55.34646;63.14173;84.18898;93.543304;86.137794;69.37795;64.70079;63.921257;35.078743;0.0;,d73e3d,896059,25800.0,Archivo de audio MPEG,196414.0,2021.0,256.0,44100.0,100.0,100.0,9730.0,5.0,1.0,4.0,3837440496.0,2025-08-08 00:41:36,Neru,,,23,-1.0
